year,asset,Ig,Kg,Kn,D,R,delta,z
1954,NRC,431243.6732842579,38527.04301089185,8730.147395766317,431034.19473845867,430092.4272798108,49.37307186216451,11.163390534752974
1955,NRC,475031.3341034919,39837.08156767643,8882.750275953518,474878.7312233047,473721.29554670735,53.460776952026706,11.891465863078734
1956,NRC,542567.8745801616,41444.85616009387,9169.399796818074,542281.225059297,540960.0999877442,59.140318567795156,13.05252690220747
1957,NRC,652609.6246319043,43707.65003090359,9545.952639827812,652233.0717888946,650346.8307610946,68.3256136289253,14.87947373746393
1958,NRC,640082.3905047694,45871.19855650236,9991.946045236384,639636.3970993608,637918.8419791707,64.01519726022786,13.906740221610017
1959,NRC,539734.6073049272,47240.78432041351,10330.354145374344,539396.1992047892,538365.0215410161,52.21468611957669,11.39619143258762
1960,NRC,729612.4802825267,49602.82353643418,10617.692299491286,729325.1421284097,727250.4410665061,68.68960990359017,14.661472658553949
1961,NRC,726258.1231066526,51667.126716822,11082.847770587552,725792.9676355564,724193.8199262648,65.48794882500482,14.01652977328191
1962,NRC,806217.7532912781,54267.35476134896,11495.19497042683,805805.4060914388,803617.5252467511,70.09932481915253,14.80848898533589
1963,NRC,1044618.6313396323,58336.41391499802,12040.079539201635,1044073.7467708575,1040549.5721859833,86.71651573159697,17.837050691908626
1964,NRC,1004150.339683584,61909.24634259231,12799.168348297366,1003391.2508744884,1000577.5072559897,78.39503501865936,16.16200432676908
1965,NRC,905835.3826926836,64866.757629878724,13436.951055205369,905197.5999857757,902877.8714053972,67.36629435255026,13.918961027111926
1966,NRC,839822.1302220875,67189.09870781502,13944.077912612134,839315.0033646807,837499.7891441511,60.191502702773725,12.46481654391858
1967,NRC,896360.4084034514,69709.93047617319,14416.224806929356,895888.2615091342,893839.5766350933,62.144443049924774,12.82227037854538
1968,NRC,916421.8609335969,72191.06410644703,14886.306103499852,915951.7796370264,913940.727303323,61.52982299763949,12.660025705615045
1969,NRC,950623.1836738454,74830.99028905838,15360.767005154217,950148.722772191,947983.257491234,61.855552034177336,12.668324364402352
1970,NRC,1088139.7790607498,78165.63388814637,15913.239418398083,1087587.3066475058,1084805.1354616617,68.3448088759409,13.878287445528793
1971,NRC,972628.9646243462,80845.2582088421,16490.646899456595,972051.5571432877,969949.3403036505,58.94562918422073,11.997603344874546
1972,NRC,762643.0062322236,82294.24024892203,16968.699030937845,762164.9541007424,761194.0241921437,44.91593331410618,9.249663425893461
1973,NRC,709423.2037016862,83207.29742486277,17247.135990735696,709144.7667418884,708510.1465257455,41.11666813103379,8.515000107599205
1974,NRC,946040.5240408356,85013.56270770212,17473.816949113338,945813.8430824579,944234.2587579963,54.12748947964976,11.106866112699096
1975,NRC,638282.2930938005,84934.16643153335,17868.50367410886,637887.606368805,638361.6893699693,35.698994051364956,7.515958726510394
1976,NRC,554282.0188255128,84418.0906364364,17981.444165190987,554169.0783344307,554798.0946206098,30.818941640249765,6.572028464964459
1977,NRC,646743.5544774279,84179.90180793013,18007.545201653484,646717.4534409654,646981.7433059341,35.913693187985594,7.685703230946101
1978,NRC,889732.3730980358,84954.01550057555,18184.580234388857,889555.3380653005,888958.2594053904,48.91811230171057,10.463993422410596
1979,NRC,934402.0837440292,85847.22360747412,18488.624272742123,934098.0397056759,933508.8756371306,50.52285264311534,10.874071826777826
1980,NRC,1121510.4512895078,87732.88516648223,18848.1996346729,1121150.875927577,1119624.7897304997,59.483181293619296,12.76174592464269
1981,NRC,1548310.9479523473,91603.45362970939,19524.801447169277,1547634.346139851,1544440.37948912,79.26504913903892,16.860067151313363
1982,NRC,1041074.6226891073,92615.75615086111,20436.586251936176,1040162.8378843404,1040062.3201679556,50.89709333356958,11.229863722904836
1983,NRC,939764.4201525984,93568.51146488624,20888.22509676321,939312.7813077713,938811.6648385733,44.968530210512,10.033414555182746
1984,NRC,1228352.8460407434,96565.72089025703,21343.85739056916,1227897.2137469375,1225355.6366153727,57.52930181633837,12.689343851198906
1985,NRC,1357034.637300064,99721.72286796532,22002.27917192047,1356376.2155187128,1353878.635322356,61.64707778318411,13.576566834038092
1986,NRC,1348137.3789073024,102758.63043142049,22730.596311081266,1347409.0617681416,1345100.4713438472,59.27733013811317,13.089902674807897
1987,NRC,1584624.259841688,106787.99144698515,23478.146726855863,1583876.7094259134,1580594.8988261232,67.46174337577378,14.801241950606485
1988,NRC,1716100.8880983493,111234.18291243583,24398.565668020176,1715180.469157185,1711654.6966328986,70.29841395165765,15.387847978173424
1989,NRC,2102881.9244191344,117585.88500593681,25443.08245822402,2101837.4076289306,2096530.2223256335,82.60938552079995,17.829777972243704
1990,NRC,2245018.111551579,124691.85172304105,26835.19586221396,2243625.998147589,2237912.1448344747,83.60758794784087,17.947541189822147
1991,NRC,2078978.583066644,130547.32709048725,28236.625714212114,2077577.1532146458,2073123.1076991977,73.57738754772514,15.880241701633908
1992,NRC,2487660.8529051603,138407.5584311947,29487.61255806352,2486409.866061309,2479800.621564453,84.32048749844921,17.91665606757462
1993,NRC,2915313.3490068126,149304.69733535734,31092.848832542906,2913708.112732333,2904416.21010265,93.70991151131639,19.452945968464487
1994,NRC,2989833.7225411665,160062.89275622458,33065.212891007526,2987861.3584827017,2979075.527120299,90.36268323242176,18.611906081551485
1995,NRC,3465853.422023807,173897.6938786314,34991.19127532152,3463927.443639493,3452018.6209014,98.99427019744026,19.85085911093606
1996,NRC,3831787.967559666,189816.64725046823,37314.23811640493,3829464.9207185823,3815869.014187829,102.62744501903649,20.102920736729093
1997,NRC,4104995.002005603,205437.86458667222,39917.3340049969,4102391.9061170113,4089373.7846693993,102.77219179025005,19.905647836132626
1998,NRC,4206198.120379528,222388.96954870294,42703.27412039762,4203412.180264127,4189247.015417497,98.4330187051472,18.837476624487245
1999,NRC,3645362.9612749177,237672.75271118968,45501.722132085095,3642564.51326323,3630079.178112431,80.05333298571378,15.273434319682226
2000,NRC,3718592.4309091414,251388.4594193433,47678.47338094211,3716415.6796602844,3704876.7242009877,77.94745544738433,14.73765634571494
2001,NRC,3885392.5802142727,266096.61957960646,49857.35443623409,3883213.6991589805,3870684.4200540096,77.88647719215592,14.54616156405565
2002,NRC,3967157.043914433,281519.3462253886,52127.323856715855,3964887.074493951,3951734.317268651,76.06158883951862,14.037167854548915
2003,NRC,4200837.22608545,297914.677254238,54403.91418481886,4198560.635757347,4184441.8950566,77.17387064272913,14.045772882433821
2004,NRC,4342240.246929537,314151.2157307498,56831.73805574122,4339812.423058614,4326003.708453025,76.36247933860612,13.770450317660782
2005,NRC,4806381.971413261,329693.036790785,59317.02711510826,4803896.682353894,4790840.150353226,80.98680793681119,14.53121423790753
2006,NRC,4950603.38994992,343924.81929403567,62166.200874483824,4947754.216190544,4936371.607446669,79.58913600302306,14.353054302912518
2007,NRC,5283481.767992309,357719.92227835814,65061.89559131967,5280586.073275474,5269686.665007987,81.16249957494308,14.731320054652713
2008,NRC,5867916.986792178,376536.8397303548,68182.4934390243,5864796.388944473,5849100.069340182,86.0161618200333,15.533938388415947
2009,NRC,5329670.456253029,NA,71761.20168313812,5326091.748008915,NA,74.21965662624066,NA
2010,NRC,5423072.873375127,NA,74706.13132316862,5420127.943735097,NA,72.55265194082071,NA
1860,RC,6111.509566913528,NA,NA,NA,NA,NA,NA
1861,RC,6233.100039222202,NA,NA,NA,NA,NA,NA
1862,RC,6448.6693527757225,NA,NA,NA,NA,NA,NA
1863,RC,6851.816555006756,NA,NA,NA,NA,NA,NA
1864,RC,7289.783210351021,NA,NA,NA,NA,NA,NA
1865,RC,8093.52053515696,NA,NA,NA,NA,NA,NA
1866,RC,9273.434504116623,NA,NA,NA,NA,NA,NA
1867,RC,9318.333536648017,NA,NA,NA,NA,NA,NA
1868,RC,9284.66215122324,NA,NA,NA,NA,NA,NA
1869,RC,9937.284633344001,NA,NA,NA,NA,NA,NA
1870,RC,10792.957171152048,NA,NA,NA,NA,NA,NA
1871,RC,11869.401755297637,NA,NA,NA,NA,NA,NA
1872,RC,12738.817241268242,NA,NA,NA,NA,NA,NA
1873,RC,14619.025657826503,NA,NA,NA,NA,NA,NA
1874,RC,17308.08628521012,NA,NA,NA,NA,NA,NA
1875,RC,19196.228119579922,NA,NA,NA,NA,NA,NA
1876,RC,20760.119356466977,NA,NA,NA,NA,NA,NA
1877,RC,22886.193106789473,NA,NA,NA,NA,NA,NA
1878,RC,22385.508502010747,NA,NA,NA,NA,NA,NA
1879,RC,25189.16162185118,NA,NA,NA,NA,NA,NA
1880,RC,26379.410686354713,NA,NA,NA,NA,NA,NA
1881,RC,28106.301605719378,NA,NA,NA,NA,NA,NA
1882,RC,30682.848191273693,NA,NA,NA,NA,NA,NA
1883,RC,35301.79482788548,NA,NA,NA,NA,NA,NA
1884,RC,34856.994065960374,NA,NA,NA,NA,NA,NA
1885,RC,36938.8487037228,NA,NA,NA,NA,NA,NA
1886,RC,42037.152374974954,NA,NA,NA,NA,NA,NA
1887,RC,43645.65814720691,NA,NA,NA,NA,NA,NA
1888,RC,42281.6762926293,NA,NA,NA,NA,NA,NA
1889,RC,48232.05336594853,NA,NA,NA,NA,NA,NA
1890,RC,60487.32310516035,NA,NA,NA,NA,NA,NA
1891,RC,58096.98723123526,NA,NA,NA,NA,NA,NA
1892,RC,62280.83833576393,NA,NA,NA,NA,NA,NA
1893,RC,63891.97761873668,NA,NA,NA,NA,NA,NA
1894,RC,68979.80686458842,NA,NA,NA,NA,NA,NA
1895,RC,73534.43556787563,NA,NA,NA,NA,NA,NA
1896,RC,80830.45457978387,NA,NA,NA,NA,NA,NA
1897,RC,73923.72420528188,NA,NA,NA,NA,NA,NA
1898,RC,75125.78241396428,NA,NA,NA,NA,NA,NA
1899,RC,73086.50997274843,NA,NA,NA,NA,NA,NA
1900,RC,78010.52922390206,NA,2037.0165653278589,NA,NA,NA,NA
1901,RC,113561.30649198458,NA,2136.349795643177,113461.97326166926,NA,53.1102039062428,NA
1902,RC,110696.8379257631,NA,2236.072460324404,110597.11526108187,NA,49.46043441053637,NA
1903,RC,112859.01683392095,NA,2330.091437851686,112764.99785639366,NA,48.395095584901824,NA
1904,RC,113220.36598259871,NA,2424.768696469448,113125.68872398094,NA,46.65421856059759,NA
1905,RC,125219.98874559208,NA,2517.8423876682614,125126.91505439326,NA,49.69608727982038,NA
1906,RC,135771.58716099424,NA,2623.823758776463,135665.60578988603,NA,51.70530426675814,NA
1907,RC,162712.81502181248,NA,2740.6333453337747,162596.00543525518,NA,59.32789430300573,NA
1908,RC,179974.31934763282,NA,2888.468337845375,179826.4843551212,NA,62.25669224031066,NA
1909,RC,187139.9636463491,NA,3054.624975828821,186973.80700836563,NA,61.210069480831585,NA
1910,RC,206917.2130473962,NA,3226.1219075165195,206745.7161157085,NA,64.08490504776434,NA
1911,RC,215479.85923104992,NA,3418.551752104425,215287.42938646203,NA,62.97620893231566,NA
1912,RC,243471.50893086765,NA,3617.472706463452,243272.58797650863,NA,67.24932230776638,NA
1913,RC,239590.64065646348,NA,3846.937458180734,239361.1759047462,NA,62.22122883639059,NA
1914,RC,214648.57364007016,NA,4066.5706468449916,214428.9404514059,NA,52.72967300291917,NA
1915,RC,157876.18428301378,NA,4250.263534103617,157692.49139575515,NA,37.10181501228079,NA
1916,RC,143808.85869056574,NA,4359.077556283284,143700.04466838608,NA,32.96570038338805,NA
1917,RC,144414.32511496407,NA,4447.749230498995,144325.65344074837,NA,32.449143591792925,NA
1918,RC,149761.1786984614,NA,4534.975134431946,149673.95279452845,NA,33.00436019111199,NA
1919,RC,144874.1073220993,NA,4626.68790165381,144782.39455487742,NA,31.29288113493131,NA
1920,RC,157675.83097057784,NA,4710.01420488399,157592.50466734765,NA,33.459029593569824,NA
1921,RC,153564.52801411468,NA,4807.157958660068,153467.38426033861,NA,31.924764191255246,NA
1922,RC,144086.57796251646,NA,4896.718322972733,143997.0175982038,NA,29.40684109246151,NA
1923,RC,163814.1254965858,NA,4972.219078275856,163738.62474128266,NA,32.93069395447071,NA
1924,RC,158314.90317949266,NA,5070.299674815697,158216.82258295282,NA,31.204629455891865,NA
1925,RC,203826.9446265271,NA,5159.030262741136,203738.21403860167,NA,39.49157179984246,NA
1926,RC,181605.49227632151,NA,5302.366676916923,181462.15586214574,NA,34.222860642986966,NA
1927,RC,204974.12467328817,NA,5413.5633534320805,204862.927996773,NA,37.84252896327415,NA
1928,RC,213833.93104898298,NA,5554.089033639621,213693.40536877545,NA,38.47496935581912,NA
1929,RC,171800.10149678274,NA,5703.131624935757,171651.0589054866,NA,30.097684955223205,NA
1930,RC,137922.11970711366,NA,5853.7930128191165,137771.4583192303,NA,23.53541678319118,NA
1931,RC,128449.43766138017,NA,6018.140339771116,128285.09033442817,NA,21.316400597482104,NA
1932,RC,213450.93150788895,NA,6185.335027189745,213283.7368204703,NA,34.48216400290511,NA
1933,RC,238884.1892191558,NA,6298.745273002487,238770.77897334308,NA,37.907673453117084,NA
1934,RC,350208.32481977914,NA,6430.235532642788,350076.8345601388,NA,54.442303517964504,NA
1935,RC,294051.8519337713,NA,6555.824748652502,293926.26271776156,NA,44.83436851758061,NA
1936,RC,237017.24032614921,NA,6693.886185328127,236879.17888947358,NA,35.38739266417061,NA
1937,RC,253807.50735300744,NA,6830.335224679097,253671.05831365648,NA,37.13888849804944,NA
1938,RC,217634.0537879944,NA,6969.027308347877,217495.36170432562,NA,31.208854848910974,NA
1939,RC,332044.6211458386,NA,7120.059294870323,331893.58915931615,NA,46.613879943167085,NA
1940,RC,329816.17832195695,NA,7280.37702190631,329655.860594921,NA,45.28005343720553,NA
1941,RC,324729.07509607176,NA,7433.789011762452,324575.6631062156,NA,43.66221083119805,NA
1942,RC,287324.38328139816,NA,7579.961690997407,287178.2106021632,NA,37.88649894408305,NA
1943,RC,348137.19531516975,NA,7656.157245906305,348060.99976026086,NA,45.461579298984056,NA
1944,RC,387787.85814270645,NA,7750.878322115746,387693.137066497,NA,50.01925213563009,NA
1945,RC,305529.30479675205,NA,7889.183861590006,305390.9992572778,NA,38.71008771187753,NA
1946,RC,547798.5890062958,NA,8036.326466457384,547651.4464014284,NA,68.14698838919209,NA
1947,RC,437350.39172893396,NA,8302.11286782475,437084.6053275666,NA,52.64739377628913,NA
1948,RC,405135.16117751785,NA,8574.167043485879,404863.1070018567,NA,47.21894324527379,NA
1949,RC,388907.9857557373,NA,8780.926180503386,388701.22661871975,NA,44.2665407530435,NA
1950,RC,423749.5124629989,595968,9033.970403714788,423496.4682397875,NA,46.87822179112352,NA
1951,RC,413299.2320312644,618225,9250.91172904602,413082.2907059332,391042.2320312644,44.65314369057669,0.6325241328501183
1952,RC,424358.8959182602,639005,9460.093617787532,424149.7140295187,403578.8959182602,44.835678288849344,0.6315739249587409
1953,RC,494913.15929073136,661804,9707.323377528957,494665.92953098996,472114.15929073136,50.95801492263765,0.7133745932190367
1954,RC,547185.3267157422,687798,10043.68873834759,546848.9613549236,521191.32671574224,54.44702395714549,0.7577680172314287
1955,RC,633149.6658965081,718507,10417.065407328246,632776.2892275274,602440.6658965081,60.744198532379286,0.838461790764054
1956,RC,420453.1254198383,744744,10771.541346928268,420098.64948023827,394216.1254198383,39.000792546745245,0.5293310525762387
1957,RC,314356.37536809564,759270,10873.444634125493,314254.4720808984,299830.37536809564,28.901096446900944,0.3948929568771262
1958,RC,290675.60949523054,769384,10896.183935232464,290652.8701941236,280561.60949523054,26.67473969986013,0.3646574525792459
1959,RC,416494.39269507286,783637,10976.774650573017,416413.8019797323,402241.39269507286,37.935897860305836,0.5133006643319201
1960,RC,529756.5197174733,806601,11121.510128075772,529611.7842399705,506792.5197174733,47.62049201420843,0.628306336983804
1961,RC,469609.87689334736,828912,11378.765357018601,469352.6216644045,447298.87689334736,41.24811497012727,0.5396216689990583
1962,RC,620536.2467087219,852198,11605.238151614689,620309.7739141257,597250.2467087219,53.450843990462985,0.7008350720240154
1963,RC,705206.3686603677,884595,11911.906798101048,704899.7000138813,672809.3686603677,59.17605904423747,0.7605846389142689
1964,RC,592111.660316416,917880,12303.843330572754,591719.7237839443,558826.660316416,48.09226742294671,0.6088232234239943
1965,RC,620569.6173073164,951222,12632.23703052511,620241.223607364,587227.6173073164,49.09987218483828,0.617340239510142
1966,RC,662931.8697779125,985860,12994.571633357937,662569.5351750797,628293.8697779125,50.98817828470923,0.6373053676768634
1967,RC,628241.5915965486,1016246,13343.630905527672,627892.5323243788,597855.5915965486,47.05559804297876,0.5882981006533345
1968,RC,728836.1390664031,1048423,13693.051273860767,728486.71869807,696659.1390664031,53.20119702529038,0.6644828843571756
1969,RC,814682.8163261546,1087736,14135.074759083707,814240.7928409317,775369.8163261546,57.604279193335806,0.712829047053839
1970,RC,795772.2209392503,1131702,14592.814796675351,795314.4809016587,751806.2209392503,54.50041626532897,0.6643146525668863
1971,RC,906860.0353756538,1182145,15115.31372228945,906337.5364500397,856417.0353756538,59.961543180776324,0.7244602272780867
1972,RC,754330.9937677765,1232590,15701.316806767154,753744.9906832988,703885.9937677765,48.005208732457405,0.5710625542700951
1973,RC,648363.7962983138,1272387,16093.70043677274,647971.4126683081,608566.7962983138,40.26242536413493,0.4782874992422225
1974,RC,785258.4759591643,1309038,16357.94473127988,784994.2316646571,748607.4759591643,47.98856118908268,0.5718760463479016
1975,RC,630695.7069061995,1339665,16811.548026426095,630242.1036110532,600068.7069061995,37.48864189189329,0.4479244489526855
1976,RC,507909.9811744872,1355501,17058.968180789958,507662.56102012336,492073.9811744872,29.759277093429386,0.36302000601584744
1977,RC,533946.4455225721,1368321,17173.49629962816,533831.9174037339,521126.44552257215,31.084638101054146,0.38085101779668085
1978,RC,464145.62690196425,1381838,17248.371771258957,464070.7514303335,450628.62690196425,26.90519183982437,0.32610814502276264
1979,RC,636412.9162559708,1396696,17359.23250475602,636302.0555224738,621554.9162559708,36.654964748478484,0.4450180398998571
1980,RC,861477.5487104921,1423292,17616.919152543793,861219.8620627043,834881.5487104921,48.88595188554002,0.5865848671323186
1981,RC,806741.0520476528,1459899,17949.686668428727,806408.2845317678,770134.0520476528,44.92603683997114,0.5275255699522041
1982,RC,554971.3773108927,1489925,18388.262837282648,554532.8011420388,524945.3773108927,30.15688899212981,0.35233006850069143
1983,RC,407160.57984740153,1508132,18487.505054973844,407061.3376297103,388953.57984740153,22.01818668442745,0.25790420191826813
1984,RC,357805.15395925654,1519567,18314.47177516645,357978.1872390639,346370.15395925654,19.54619230266118,0.22794003420662368
1985,RC,508276.362699936,1530957,18165.880940257077,508424.9535348454,496886.362699936,27.987905194739778,0.324559319889413
1986,RC,599243.6210926977,1549465,18208.29243803944,599201.2095949154,580735.6210926977,32.90814949473833,0.3747975082320012
1987,RC,690876.7401583121,1572929,18288.035026088906,690796.9975702626,667412.7401583121,37.77316680467869,0.42431205741537736
1988,RC,820737.1119016508,1602016,18495.800072171187,820529.3468555685,791650.1119016508,44.36300909686726,0.4941586800017296
1989,RC,1039487.0755808656,1638727,18805.094674852866,1039177.780978184,1002776.0755808656,55.26043867079412,0.6119238137779298
1990,RC,1086585.888448421,1677691,19330.118246048034,1086060.8648772258,1047621.8884484209,56.18490539235406,0.6244426944225253
1991,RC,1188409.416933356,1719453,19976.896661840197,1187762.638517564,1146647.416933356,59.45681447040892,0.6668675543520852
1992,RC,1460890.1470948397,1772832,20647.658408473166,1460219.3853482069,1407511.1470948397,70.72082250009413,0.7939337439164228
1993,RC,1769684.6509931877,1839210,21586.18284151142,1768746.1265601495,1703306.6509931877,81.93880963329714,0.926107758762288
1994,RC,1843296.277458834,1910626,22816.955622055655,1842065.5046782899,1771880.277458834,80.7323086914227,0.9273820608841469
1995,RC,2136772.577976193,NA,24145.994798932756,2135443.5387993157,NA,88.43883039739997,NA
1996,RC,2362379.0324403346,NA,25749.034732644235,2360775.9925066233,NA,91.68405794698266,NA
1997,RC,2530816.9979943973,NA,27545.325098768317,2529020.7076282734,NA,91.8130644151068,NA
1998,RC,2593210.8796204724,NA,29467.78881277303,2591288.415906468,NA,87.93630334364467,NA
1999,RC,2247444.0387250828,NA,31398.88371616221,2245512.943821694,NA,71.51569349154416,NA
2000,RC,2292591.569090859,NA,32900.97102493415,2291089.481782087,NA,69.63592290470012,NA
2001,RC,2395427.4197857277,NA,34404.52802631235,2393923.8627843494,NA,69.58165102435042,NA
2002,RC,2445836.9560855674,NA,35970.94139559211,2444270.5427162875,NA,67.95125309163605,NA
2003,RC,2589905.7739145514,NA,37541.92358334189,2588334.7917268015,NA,68.94518300269776,NA
2004,RC,2677083.7530704644,NA,39217.2658744562,2675408.41077935,NA,68.22016658030086,NA
2005,RC,2963237.0285867397,NA,40932.26254973786,2961522.031911458,NA,72.35177943835465,NA
2006,RC,3052152.6100500813,NA,42898.36122393929,3050186.51137588,NA,71.10263479421059,NA
2007,RC,3257379.2320076916,NA,44896.5621146111,3255381.0311170197,NA,72.5084700874589,NA
2008,RC,3617696.0132078226,NA,47049.95948846328,3615542.6158339703,NA,76.84475513141528,NA
2009,RC,3285855.543746971,NA,49519.4801735225,3283386.023061912,NA,66.30493719959324,NA
2010,RC,3343440.126624874,NA,51551.65607779217,3341407.950720604,NA,64.81669465047588,NA
1860,T,21926.055601799344,NA,NA,NA,NA,NA,NA
1861,T,22691.184686922454,NA,NA,NA,NA,NA,NA
1862,T,22700.98133984978,NA,NA,NA,NA,NA,NA
1863,T,24163.88068493315,NA,NA,NA,NA,NA,NA
1864,T,25867.989131210426,NA,NA,NA,NA,NA,NA
1865,T,28575.95516833631,NA,NA,NA,NA,NA,NA
1866,T,33037.764282224794,NA,NA,NA,NA,NA,NA
1867,T,32907.987146371604,NA,NA,NA,NA,NA,NA
1868,T,33105.18286445343,NA,NA,NA,NA,NA,NA
1869,T,33889.23566677624,NA,NA,NA,NA,NA,NA
1870,T,38771.992560584564,NA,NA,NA,NA,NA,NA
1871,T,41339.03103005598,NA,NA,NA,NA,NA,NA
1872,T,44427.05141842695,NA,NA,NA,NA,NA,NA
1873,T,50569.31245627305,NA,NA,NA,NA,NA,NA
1874,T,64373.17902200659,NA,NA,NA,NA,NA,NA
1875,T,69881.75110617222,NA,NA,NA,NA,NA,NA
1876,T,71058.55389616494,NA,NA,NA,NA,NA,NA
1877,T,80558.94107687227,NA,NA,NA,NA,NA,NA
1878,T,76141.18673195993,NA,NA,NA,NA,NA,NA
1879,T,84635.6277542007,NA,NA,NA,NA,NA,NA
1880,T,89670.7289808802,NA,NA,NA,NA,NA,NA
1881,T,96868.30090582487,NA,NA,NA,NA,NA,NA
1882,T,107025.22204868059,NA,NA,NA,NA,NA,NA
1883,T,121808.53105566232,NA,NA,NA,NA,NA,NA
1884,T,123426.28614213695,NA,NA,NA,NA,NA,NA
1885,T,127622.85853425274,NA,NA,NA,NA,NA,NA
1886,T,142639.97428696853,NA,NA,NA,NA,NA,NA
1887,T,150888.1527669104,NA,NA,NA,NA,NA,NA
1888,T,153516.72948194345,NA,NA,NA,NA,NA,NA
1889,T,166015.61470870435,NA,NA,NA,NA,NA,NA
1890,T,217654.58030640002,NA,NA,NA,NA,NA,NA
1891,T,205908.2275734883,NA,NA,NA,NA,NA,NA
1892,T,213106.41243873828,NA,NA,NA,NA,NA,NA
1893,T,224971.78334859892,NA,NA,NA,NA,NA,NA
1894,T,239728.80599136185,NA,NA,NA,NA,NA,NA
1895,T,253181.75420089206,NA,NA,NA,NA,NA,NA
1896,T,278583.3417346087,NA,NA,NA,NA,NA,NA
1897,T,252613.70802384848,NA,NA,NA,NA,NA,NA
1898,T,257685.05832602605,NA,NA,NA,NA,NA,NA
1899,T,255088.91182170506,NA,NA,NA,NA,NA,NA
1900,T,271872.6957137338,NA,3983.856218127667,NA,NA,NA,NA
1901,T,282276.11282317305,NA,4172.509751758593,282087.4592895421,NA,67.60618334580293,NA
1902,T,286827.8235261714,NA,4355.707125310793,286644.6261526192,NA,65.80897611020305,NA
1903,T,288654.2993704055,NA,4533.67197256188,288476.3345231544,NA,63.629732426394035,NA
1904,T,287516.4026941139,NA,4712.720782805186,287337.3538838706,NA,60.970587294763675,NA
1905,T,312601.5393551649,NA,4897.529498285045,312416.73063968506,NA,63.79067869812387,NA
1906,T,395291.6682631429,NA,5111.314749576156,395077.8830118518,NA,77.29476707428607,NA
1907,T,470986.077760913,NA,5359.22684700515,470738.165663484,NA,87.83695467687517,NA
1908,T,527163.9078275113,NA,5675.277748259627,526847.8569262568,NA,92.8320833439067,NA
1909,T,492812.375035093,NA,6032.127171785441,492455.5256115672,NA,81.63878373038445,NA
1910,T,541280.92232187,NA,6374.490542809351,540938.5589508461,NA,84.85988885198736,NA
1911,T,575395.6912251926,NA,6755.78951460189,575014.3922534001,NA,85.11431432411715,NA
1912,T,654691.8079907893,NA,7172.526755192263,654275.0707501989,NA,91.21960685285178,NA
1913,T,640808.3247432096,NA,7639.310896948657,640341.5406014533,NA,83.82189823655726,NA
1914,T,554077.7307883467,NA,8080.449067752327,553636.5926175431,NA,68.51557233706365,NA
1915,T,392596.25788953743,NA,8436.619152967676,392240.0878043221,NA,46.49256778010978,NA
1916,T,381509.1318828857,NA,8627.919773424308,381317.83126242907,NA,44.19580168524087,NA
1917,T,437676.99470901233,NA,8788.87186816979,437516.04261426686,NA,49.780682797162676,NA
1918,T,458420.91342742054,NA,8960.546551024037,458249.2387445663,NA,51.140768717081905,NA
1919,T,462229.50139269105,NA,9138.507697717436,462051.54024599766,NA,50.56094009325027,NA
1920,T,474110.49769512936,NA,9300.244030838709,473948.7613620081,NA,50.96089519699052,NA
1921,T,443429.40534047293,NA,9485.612032056491,443244.03733925516,NA,46.728037773558334,NA
1922,T,425980.06478951394,NA,9666.823246383081,425798.8535751873,NA,44.04744379023413,NA
1923,T,501726.11572056205,NA,9808.462523892222,501584.47644305293,NA,51.137930661533765,NA
1924,T,514484.3139834568,NA,10009.87284071122,514282.90366663784,NA,51.37756611402639,NA
1925,T,628336.8071931393,NA,10208.912022014665,628137.7680118359,NA,61.528375076336175,NA
1926,T,625272.1849352946,NA,10511.66324901371,624969.4337082955,NA,59.45485684836176,NA
1927,T,631000.5276453189,NA,10764.402314655592,630747.788579677,NA,58.595709277878086,NA
1928,T,591663.6777220963,NA,11052.876534195047,591375.2035025569,NA,53.50418976209303,NA
1929,T,789857.5580274239,NA,11362.01005258582,789548.4245090331,NA,69.49020647357585,NA
1930,T,800052.5744811543,NA,11705.926287791062,799708.6582459491,NA,68.31656364349584,NA
1931,T,684495.336033021,NA,12072.68026229765,684128.5820585144,NA,56.66749778796115,NA
1932,T,483566.84751595877,NA,12399.636207165797,483239.8915710906,NA,38.972102366343975,NA
1933,T,519014.166038977,NA,12569.596134693506,518844.2061114493,NA,41.27771493623257,NA
1934,T,524628.5322376871,NA,12776.649115818806,524421.4792565618,NA,41.04530651994459,NA
1935,T,572079.3337466791,NA,12989.439566726767,571866.5432957711,NA,44.025497817522606,NA
1936,T,589606.5642468461,NA,13251.63035234425,589344.3734612287,NA,44.47334839497481,NA
1937,T,604200.3924502656,NA,13521.22300435642,603930.7997982535,NA,44.66539747208313,NA
1938,T,678291.7405638541,NA,13798.945095887391,678014.0184723232,NA,49.13520662346842,NA
1939,T,680892.6049120832,NA,14120.026400436702,680571.5236075339,NA,48.19902628414953,NA
1940,T,681905.3873176107,NA,14432.8150510148,681592.5986670326,NA,47.2252014771788,NA
1941,T,672285.5719246959,NA,14737.28166716107,671981.1053085496,NA,45.59735780893148,NA
1942,T,534744.2419176009,NA,15022.665753862551,534458.8578308994,NA,35.57683214069261,NA
1943,T,574104.7079527332,NA,15161.739410282815,573965.6342963129,NA,37.85618646809381,NA
1944,T,645629.1369046341,NA,15335.624403528822,645455.251911388,NA,42.08861895201768,NA
1945,T,681905.3873176107,NA,15575.639049984113,681665.3726711554,NA,43.76484139646589,NA
